"user_id_str","description","lat","long","country","mother","father","husband","wife","conservative","liberal","resist","maga","number_identities"
40932678,"Mother of three daughters, grandmother of seven, and great-grandmother of two! Happily married, dog and cat lover, social worker, proud Democrat #Resister",36.232915,-115.223125,"United States",1,0,0,0,0,0,0,0,1
1204474704024743936,"I am I.
Married to awesome wife, Musician, Music Producer/Recording/Mixing, Songwriter, Composer, Gamer, Pug Lover, I.T. Tech, Atheist, US ARMY, fighting Cancer",28.6648035,-81.393653,"United States",0,0,0,1,0,0,0,0,1
1963587410,"twitter world News feed and moments NFL/college sports team News/Big Ten News/Detroit Lions News/Hope College Sports&News/Hamilton Hawkeye NEWS&Sports",42.7655995,-86.109951,"United States",1,0,0,0,0,0,0,0,1
702868808,"Hayley's mom, John’s fiancée, and a book lovin, walking fanatic who approaches each day with a desire to do good work. Blessed beyond words.",38.81738,-77.0908695,"United States",1,0,0,0,0,0,0,0,1
750904421362663424,"19 | mommy | Dominic N. Johnson 🦋",32.810012,-117.104989,"United States",1,0,0,0,0,0,0,0,1
79810173,"follower of an incredible Savior, husband of an amazing wife, father of some great adults, grandpa of littles, doctor of religious studies, and a happy pastor",38.8219295,-91.1387335,"United States",0,1,1,1,0,0,0,0,3
471712231,"Don’t chew on your fingernails daddy, chew on me. 😉 Bad Bitch of Color, Natural hair enthusiast & aspiring entrepreneurial designer.",32.7799665,-97.2859135,"United States",0,1,0,0,0,0,0,0,1
853021586,"don dada sniper | free bill 🎯",32.6782075,-83.1738665,"United States",0,1,0,0,0,0,0,0,1
130510458,"Screenwriter, dog father, bagel connoisseur",34.0207895,-118.4119065,"United States",0,1,0,0,0,0,0,0,1
4671740862,"20 | XO | I’m just focusing on the money at the moment",29.838495,-95.4464865,"United States",1,0,0,0,0,0,0,0,1
3262856780,"San Francisco Marina mom with destructive adorable mischievous indefatigable child. I like expensive strollers and cheap wine.",37.7706565,-122.4359785,"United States",1,0,0,0,0,0,0,0,1
31590535,"Composer for film & TV, 2019 @ASCAP Steve Kaplan Award, @Billboard-charted pianist/arranger and orchestrator, @scarystory_pod husband/theme-conjurer",34.0207895,-118.4119065,"United States",0,0,1,0,0,0,0,0,1
1177954212757561344,"Difusión de verdades y denuncias mentiras",40.6708795,-73.8311875,"Estados Unidos",0,1,0,0,0,0,0,0,1
361624195,"dad | husband | progressive | liberal | runner | coffee & beer enthusiast | non-believer | Ohio | New Mexico | California | Virginia",32.3422995,-106.7374385,"United States",0,1,1,0,0,1,0,0,3
17882361,"Father, husband, family bike mechanic, bike racer, skier, beekeeper enjoying life in rural NH.....",44.00123,-71.566171,"United States",0,0,1,0,0,0,0,0,1
122635341,"Y la VOLUNTAD de Dios se manifestó, viviendo en la abundancia y prosperidad económica en mi hoy, aquí y ahora 🙏🏽",28.6001855,-81.3417295,"United States",0,1,0,0,0,0,0,0,1
349118384,"Father of 4, husband to a beautiful wife, Biz owner, Hawkeye & Cubs Fan. On the path to make the world a better place & enjoy a cocktail along the way.",41.9382285,-93.389864,"United States",0,0,1,1,0,0,0,0,2
15777699,"Public affairs for @CityofJax. Board member for @GALFirstCoast. Husband. Dad. Foster dad. Jax Native. JU & UNF grad. Posts here are mine. #jaxpol #ilovejax",27.698682,-83.804475,"United States",0,1,0,0,0,0,0,0,1
912707758746689536,"Married to Beth, the woman that God provided to change my world and father of four,Ari,Bella,AJ,Eli. I’m a pawn for God’s glory. #KAG #MAGA",27.300765,-80.3452625,"United States",0,1,0,0,0,0,0,0,1
428279970,"father of 4, Pokémon trainer, sandslash enthusiast.",32.6782075,-83.1738665,"United States",0,1,0,0,0,0,0,0,1
1366407494,"♉︎ | dog mom",47.649746,-117.282735,"United States",1,0,0,0,0,0,0,0,1
2703873803,"wife. murphy’s mom. sagittarius. 🖤",38.4326155,-75.5784605,"United States",1,0,0,1,0,0,0,0,2
838691214,"life enthusiast 😊 / USN ⚓️ / momma 🐻 / wife 💍 / @photos_sydney",36.895082,-76.255686,"United States",1,0,0,1,0,0,0,0,2
178922701,"Owner/Founder of Paradise Handmade Soap Co. Natural Handmade Soaps and Candles.  I am also a wife and mother to two wonderful young men.",27.698682,-83.804475,"United States",1,0,0,1,0,0,0,0,2
951171109105233920,"19 year old single daddy 😌 fall in love w/ me",37.980826,-121.3004255,"United States",0,1,0,0,0,0,0,0,1
3121068947,"a hard working 26 year old woman raising her 5 year old son to be a king 👑 Facebook:Lillie Lovinher Bolden Snapchat: Londonmom14",34.783014,-82.400308,"United States",1,0,0,0,0,0,0,0,1
30757332,"Breaking news & occasional sarcasm | Colorado Native, turning Alabama dude very soon | Rescue dog & cat dad | TV news guy @cbsdenver | *My views, RT≠endorsement",38.997936,-105.5508905,"United States",0,1,0,0,0,0,0,0,1
54640508,"Husband, father of a fur baby, a FCA worker, a proud UAW member, a lite world traveler and a Detroit sports fan",42.3527865,-83.099288,"United States",0,1,0,0,0,0,0,0,1
986582617,"Follower of Jesus in the Episcopalian way, citizen, husband, father and friend. Trying to ask the questions worth answering. Opinions mine, all others are taken",38.81738,-77.0908695,"United States",0,1,1,0,0,0,0,0,2
174708523,"Naturally curly mom,sister,daughter,auntie.Traveling this journey called life with a smile! Such the Capricorn! Baltimore Ravens Superfan! I Bleed purple! CAW!",39.284713,-76.620482,"United States",1,0,0,0,0,0,0,0,1
26730338,"Just a husband and a Dad, follower of Jesus Christ, I love sports!! Tennessee volunteers. NHL MLB Trump 2020",36.0871685,-80.244984,"United States",0,0,1,0,0,0,0,0,1
29987440,"Yankee, lawyer, wife, mommy to Knox, and lover of my pups! Instagram @busterandtimber @ajm6885",33.4407175,-82.063185,"United States",1,0,0,1,0,0,0,0,2
40324176,"Obama lovin' first amendment fightin' yoga practicin' latte sippin' public radio listenin' flamin' liberal",32.7799665,-97.2859135,"United States",0,0,0,0,0,1,0,0,1
2555197027,"Extra af dog mom | Mental health blogger | FL》TN》VT | Hot mess express",43.8717565,-72.4511725,"United States",1,0,0,0,0,0,0,0,1
2540492172,"Morning co-host on 101.3 Today's KFDI. Black Olives...I can't even! My wife, family of furry rescues, photography and God are my passions. #GirlDad #PitbullDad",37.6838965,-97.343915,"United States",0,0,0,1,0,0,0,0,1
2470564469,"mommy to be🤰🏼💞 || Jeremiah 29:11",35.9824705,-83.9638415,"United States",1,0,0,0,0,0,0,0,1
24104272,"UT Grad, Proud mom, Leander ISD Special Education",30.5059585,-97.813645,"United States",1,0,0,0,0,0,0,0,1
1875717752,"To Know You is To LOVE You!!  wife 💍mom of 3 😇s, and in the fight of my families life everyday ; fighting cystic fibrosis 💯💜✝️",41.0974705,-80.7611585,"United States",1,0,0,1,0,0,0,0,2
47626195,"Blessed with a great wife & family, called & gifted—only because of God's grace— to teach and train leaders, disciple, and write—as a pastor/missionary",40.780709,-73.9685415,"United States",0,0,0,1,0,0,0,0,1
25041237,"34 year old father of 2 boys Gary L. Garnett II and Geremiah J. Garnett",40.09914,-74.7922845,"United States",0,1,0,0,0,0,0,0,1
820401134963658752,"Born in WV, I'm a Christian, husband (to @d_taylo7), and dad. Leader in the Rabbids community and Community Manager for @Nintendo_NOS SW-5982-3262-1808",38.378872,-81.828667,"United States",0,1,1,0,0,0,0,0,2
442447110,"life is good. Proud husband, proud father. #goducks #ripcity #goniners #fucktrump",44.85018,-123.228831,"United States",0,1,1,0,0,0,0,0,2
33435497,"I'm a mother to a beautiful handsome lil boy and i wouldn't trade him for the world. I love being a mother",29.982601,-90.011008,"United States",1,0,0,0,0,0,0,0,1
1595193362,"mom to 3. School RN/Pediatric Psych RN..wife. researcher. 💜of all things beautiful. imprint things that change people for the best. #thislifeisgood #Godisgood",33.5528625,-112.1246765,"United States",1,0,0,1,0,0,0,0,2
2212870225,"You'll never know the value of a moment until it becomes a memory",41.6565905,-83.574671,"United States",1,0,0,0,0,0,0,0,1
37410526,"Jesus lover, wife, and momma. Conservative Christian, bible believing, and ""do the right thing"" kind of gal. And cheers louder than anybody for the Vols!",32.6782075,-83.1738665,"United States",1,0,0,1,0,0,0,0,2
218326000,"father,brother,uncle positive black man promoter OohWee Entertainment",41.3427785,-89.084771,"United States",0,1,0,0,0,0,0,0,1
518923149,"Dnt watch my vids if u not gon like or Retweet my Shit🤔 Kik creamondadick snap@creamondadick1... @justforfans uploads every week",42.4030745,-83.097715,"United States",0,1,0,0,0,0,0,0,1
2733812133,"Egresado de la UASD, vivo manhattan, creo en la familia , pensamientos liberal,pragmático en lo económico, preocupado por el país, defensor del Medio Ambiente .",40.780709,-73.9685415,"Estados Unidos",0,0,0,0,0,1,0,0,1
202930284,"Bi Nerd and nerd lover, a savage beauty when gaming, avid protester, sexy when intellectually sarcastic, writer of erotic poetry, I put Stiffler's mom to shame☺",33.1849205,-117.2397795,"United States",1,0,0,0,0,0,0,0,1
1214242161023021056,"Son, Brother, Father, and Grandfather.  Conservative defender of the Founders and capitalism.  Lover of baseball, history and rail travel.",41.403507,-81.8329735,"United States",0,1,0,0,0,0,0,0,1
822235486521532416,"Life is about moments💫 / Ohio livin 🅾️ / instagram: tra_lynn_billiter / 👻 sc: Tra_Lynn",39.9748205,-82.764772,"United States",1,0,0,0,0,0,0,0,1
43730137,"Christian, wife, ELA teacher, and sports fan.",36.4436205,-82.465575,"United States",0,0,0,1,0,0,0,0,1
2352041960,"Pittsburgh native living in Florida with my wonderful husband,",28.6648035,-81.393653,"United States",0,0,1,0,0,0,0,0,1
739202076971048960,"Wife, mom, daughter, sister, aunt, teacher, friend and so SO tired of the daily Trump Shit Show #VoteBlue2020 #Warren",35.8305215,-85.9785995,"United States",1,0,0,0,0,0,0,0,1
3909509381,"Wife, mother to a daughter & son and an Elementary School Teacher. I ❤️ to workout-truly a health freak #BeachBody. I enjoy reading and hanging with friends!",46.4418605,-93.3613205,"United States",1,0,0,0,0,0,0,0,1
246971010,"Deplorable😊 #MAGA2020 🇺🇸Howard Stern Super fan✌️❤️ Cruiser🚢Boozer🍺Xbox player 🎮Cats🐱Plott Hound mom 🦮Jets 🏈 and Mets ⚾️",27.300765,-80.3452625,"United States",1,0,0,0,0,0,0,0,1
829228139746324480,"Love being a mom! God is number 1!",47.792534,-122.307427,"United States",1,0,0,0,0,0,0,0,1
66376359,"former candidate for Mayor of Tulsa,
big time liberal and member of the Democratic party.  now and always big fan of WWE ‚star trek & star wars. love my gf",36.1093915,-95.913642,"United States",0,0,0,0,0,1,0,0,1
531359674,"Christ follower, husband of the most wonderful woman, father of 8, blessed to serve my savior Jesus Christ",34.7519365,-92.131274,"United States",0,1,1,0,0,0,0,0,2
20702035,"Entrepreneur/Nurse/Mother/Grandmother/Wife.",41.5764375,-93.6063695,"United States",1,0,0,0,0,0,0,0,1
126338089,"Dad, geek, introvert. Lover of dad jokes and inappropriate humor.",43.057039,-77.641937,"United States",0,1,0,0,0,0,0,0,1
1512204306,"2nd grade teacher 🚀 in Indiana //
Purdue Boilermaker 🖤💛 //
Married to my best friend & mom of 2 kiddos",39.963761,-85.9500505,"United States",1,0,0,0,0,0,0,0,1
2812417476,"23 | PNW | Illenial ✨| Basshead | 🙅🏽‍♂️ | Gud Vibes | My mom is from space 🖖🏽👽| Seattle Sluggerz | Aspiring music producer/dj",47.743503,-122.0748755,"United States",1,0,0,0,0,0,0,0,1
107335101,"Rider, reader, Fifi's father. 🇹🇷&🇺🇸",40.428036,-74.080923,"United States",0,1,0,0,0,0,0,0,1
358471293,"I live for nothing and everything. for all the little moments that are too hard to live",31.1688935,-100.0768885,"United States",1,0,0,0,0,0,0,0,1
25204204,"I am a wife, mom, US ARMY vet, Asst Principal and instructional leader/change-agent working to improve school culture, instruction, and student performance.",38.261642,-85.4804965,"United States",1,0,0,1,0,0,0,0,2
356462770,"Retired elementary school teacher, THE TOWNE BMW Shuttle, husband, Dad to 2 outstanding men",42.746617,-75.770041,"United States",0,0,1,0,0,0,0,0,1
2765257345,"I'm big daddy long stroke an ya mans pee wee herman",38.675018,-121.7562785,"United States",0,1,0,0,0,0,0,0,1
606105371,"I am a liberal gamer who believes that it is better to give than to receive, and if I ever get on a soap box please tell me to get off it",36.979375,-122.0311865,"United States",0,0,0,0,0,1,0,0,1
2678693868,"AAI Fellow & postdoc in the Bolnick lab @ UConn. Ecoimmunologist interested in immune variation, host-symbiont dynamics; 🌊 lover & 🐴 mom. Tweets my own",41.763766,-72.290864,"United States",1,0,0,0,0,0,0,0,1
228481572,"Mother, wife, @WLOS_13 NWA Certified Meteorologist. Co-host of AnchorMoms the Podcast. ikallstaedt@sbgtv.com https://www.facebook.com/ingrid.allstaedtwlostv",35.5390725,-82.5670075,"United States",0,0,0,1,0,0,0,0,1
1214482919504449536,"Kardashian by blood  raised by Ramiro Gallegos. who was married to Mary Ellen Cerda who gave birth to Felicia Marie( me) husband? and lft will blnk lstnm",29.417501,-98.5406515,"United States",0,0,1,0,0,0,0,0,1
967325949246230528,"Wife, sports mom of six (football, basketball, softball, baseball), Acute care NP ICU INTEGRIS. GO POKES!",35.5475425,-97.54349,"United States",1,0,0,0,0,0,0,0,1
416792836,"Illinois State University... snapchat katiehogan_8 Instagram kat__hogan #daddygang",39.7393005,-89.2665075,"United States",0,1,0,0,0,0,0,0,1
51824731,"Mom, wife, ESOL teacher",34.953849,-82.441838,"United States",0,0,0,1,0,0,0,0,1
707926058583126016,"agitator | dad | educator | fan | friend | husband |  κοσμοπολίτης | lover | talker | thinker | writer || fly like a muh",27.698682,-83.804475,"United States",0,1,1,0,0,0,0,0,2
726782316,"SpongeBob Storyboard Revisionist/Character Designer. Part time horse mom, tap dancer, and broadway musical geek. Butch lady 🏳️‍🌈",37.2691755,-119.3066075,"United States",1,0,0,0,0,0,0,0,1
420648761,"Husband, Father, Grandfather , Jesus follower, CGCS, and Astros fan",31.1688935,-100.0768885,"United States",0,1,0,0,0,0,0,0,1
38030206,"mermaid at heart, Galveston Island obsessed, surf shop owner, mahjong lover, daughter, wife, big dog mom, creative, happy, loud, unfiltered, honest.  #shoplocal",29.287575,-94.8227755,"United States",1,0,0,1,0,0,0,0,2
1689446802,"social media @californiamag l read me in @wearecomomag + @JCityMag l @mujschool alumna | comms queen l looking for GF confections",37.8936665,-122.0404295,"United States",1,0,0,0,0,0,0,0,1
814675107876634624,"Married for 45 years, mother of 3, grandmother of 7, still knows how to dance, and loves the beach!!",30.683649,-88.1615555,"United States",1,0,0,0,0,0,0,0,1
893775216,"23. ✨ mom to be ❤️",37.6838965,-97.343915,"United States",1,0,0,0,0,0,0,0,1
67143494,"Loving father and husband, avid Jets and Mets fan. Love politics - Left leaning independent. I don't judge anyone just because of the letter before their name.",40.7128825,-73.2960085,"United States",0,1,1,0,0,0,0,0,2
88658158,"American #actor 🎭, #director and #father of #Haitian 🇭🇹descent",39.713563,-104.9220935,"United States",0,1,0,0,0,0,0,0,1
163832939,"Husband & @penn_state dad. Daughter does PR things in NYC. Photojournalist. Dog guy! Pro Marcellus Shale development. Yankees-Packers. 1 Peter 6-7",41.1179365,-77.604684,"United States",0,1,0,0,0,0,0,0,1
730786369,"Born: CA Current: TX Mother of 3 Mother-in-Law of 2 Grandmother of 3 Married to my best friend for 30 yrs love life & my Heavenly Father!",31.1688935,-100.0768885,"United States",1,0,0,0,0,0,0,0,1
1197414631188434944,"i love watching my wife fucking bbc",32.6782075,-83.1738665,"United States",0,0,0,1,0,0,0,0,1
908356986621779968,"NH native. Kensington selectman. Husband, father, writer. Advocate for education, health care, jobs, and opportunity. Boston sports fan. #TeamPete",44.00123,-71.566171,"United States",0,1,0,0,0,0,0,0,1
393510134,"Backpacking, Giants/Jays ⚾, romance 📚, Schitt's Creek 💛🖤, national parks, 🏳️‍🌈Ally, Armstrong & Getty. 911 operator, wife to James, mom to 2 teenage bébés",35.209059,-80.8467855,"United States",1,0,0,1,0,0,0,0,2
94249709,"rip grandad rip uncle g rip Aunte Tasha rip big ma I grind for y'all #believein10🏀🙏💙 OtM‼️🌎. https://youtu.be/CTyTlRNYzu8",32.6782075,-83.1738665,"United States",0,1,0,0,0,0,0,0,1
502610191,"THU Univ.所属CPP･CP准教授,発言は個人的なもの.
I'm border collie. 
Lover 's a white cat.
Want to be the relatively conservative Intelligentsia.
Don't like racist.",40.780709,-73.9685415,"United States",0,0,0,0,1,0,0,0,1
253375561,"Hospitality obsession| Dad to 3 year old beautiful girl and almost 1 year old son.| Husband to a very patient beautiful wife| Workaholic/",31.1688935,-100.0768885,"United States",0,0,0,1,0,0,0,0,1
2721085498,"💜knm 07/28/18💜 Brycens momma💙",40.3651595,-82.6694675,"United States",1,0,0,0,0,0,0,0,1
3291584731,"11a-2p M-F 102.5fm The Bone |dad, husband, poker player | 61st /2018 World Series of Poker Main Event | 2nd cousin twice removed 4th person over Niagara Falls💪",40.705082,-73.362771,"United States",0,1,1,0,0,0,0,0,2
710972166112722944,"Auction commish, Video game champ, and father to Lily & Ryan who will pay off his college loans by the year 2085; hates Jeremy Hill more than most things.",40.850902,-73.5316085,"United States",0,1,0,0,0,0,0,0,1
824014159,"I am a Nurse! The best career possible. Loving, brave, happy, fantastic, honest. I love my husband. I Continue to live a happy fulfilled life everyday!",39.713563,-104.9220935,"United States",0,0,1,0,0,0,0,0,1
44697272,"Educator, wife, mom and baker. I love teaching and decorating cakes #Saints #lsu #su #phs mom of @sir_rogers79 beastintheclassandonthefield #14yrsold #Louisiana",30.937336,-91.4010085,"United States",1,0,0,1,0,0,0,0,2
1143399350,"I have 2 wonderful children a wonderful loving husband and a great God and church family",35.8305215,-85.9785995,"United States",0,0,1,0,0,0,0,0,1
15150427,"Father, grandfather, teacher, wrestling and track coach at Boys Town.",41.275721,-96.053431,"United States",0,1,0,0,0,0,0,0,1
24608075,"Mom, wife, daughter, UW, MS Warrior, Seahawks, I know who I am #imperfectlyhappy",47.6788125,-122.061771,"United States",0,0,0,1,0,0,0,0,1
636721122,"NYC born! father of 2 sons. Work same job 1993 till present. Draw ,Dance ,Sing ,Amateur film maker🎥🎬.❤️Mj tribute film artist! single and Happy about it ❤️",40.780709,-73.9685415,"United States",0,1,0,0,0,0,0,0,1
620051399,"mommy to my little angel Scarlett 🎀💜",38.81738,-77.0908695,"United States",1,0,0,0,0,0,0,0,1
855726630832136192,"Assistant Professor, Breast Imaging, IUSOM. Associate Program Director, IU Radiology. Grant and Grace’s mom. Opinions are my own.",39.7795625,-86.1429225,"United States",1,0,0,0,0,0,0,0,1
274117941,"Husband, father, and pastor. Placed on this earth to make a difference and help people grow in their abilities.",40.3651595,-82.6694675,"United States",0,1,0,0,0,0,0,0,1
212734085,"single dad to a incredible little boy ,humble hobo, mindlessly tweeting nonsense.ravens fan, 2018 Ford ecosport owner, cigar lover,#warcraft#ps4. #pcmasterrace",39.1695855,-76.6039565,"United States",0,1,0,0,0,0,0,0,1
354870550,"Follower of Christ❋Jacqueline and Isaiah’s mommy❋Owner of @kreationsbykyco",38.1997865,-85.217466,"United States",1,0,0,0,0,0,0,0,1
41013142,"Sharing a rekkid or more per day for 40 years! Plus assorted other moments of musical insight!",38.3045585,-92.4367735,"United States",1,0,0,0,0,0,0,0,1
29188316,"Martial artist, husband, Apple fan, dog lover, life-long Kentucky Wildcat, southpaw, smart-ass. Not necessarily in that order.",37.822244,-85.7682405,"United States",0,0,1,0,0,0,0,0,1
1161595306045255680,"1987 BC Grad, D-line, NE Pats Alum, Husband of Chris, dad of Liz, Caroline and Thomas, Coach @Mass-Elite football, Exec @Gallagher",42.537946,-71.4849735,"United States",0,1,0,0,0,0,0,0,1
246218202,"Husband,die hard Rams fan, know it all prick and most importantly father of the most beautiful girls in the world",40.1664055,-74.0870705,"United States",0,1,0,0,0,0,0,0,1
968490483713486848,"We all bleed the same color. God made us that way. Cuban American by birth, born Free #KAG2020 @glennbeck #constitutionalconservative",25.671741,-80.4572025,"United States",0,0,0,0,1,0,0,0,1
1288802726,"Author of “Larry the Leaf”. MSU 58-63. Outspoken christian, patriotic conservative, husband, father, granddad. Retired Fin. Advisor. #HailState #larrytheleaf",34.7060265,-86.611411,"United States",0,1,1,0,1,0,0,0,3
39815128,"Husband, father, brother, son...passionate Skins, Sox, and Ranger fan. Wanna-be Entrepreneur - Born in Technology, with Business Management Flair",41.1562815,-73.4409395,"United States",0,1,0,0,0,0,0,0,1
43408241,"Each day you can make a difference , be productive wit every moment #LeakWorld🌎",37.5490105,-77.3230515,"United States",1,0,0,0,0,0,0,0,1
21422240,"Medical science writer + media relations @UMichMedicine, #OakPark Library Board trustee, wife, cat mom, horror author, mental health advocate. Views are my own.",42.4667945,-83.17817,"United States",1,0,0,1,0,0,0,0,2
1364110880,"Registered Dietitian, Mount Mary University Program Director/Faculty-Coordinated Undergraduate Program Dietetics, proud mom CUW Grad student",42.9373885,-87.998353,"United States",1,0,0,0,0,0,0,0,1
717439064945856512,"wife and mom; UCM and Mizzou grad; reader of books; lover of stories; teacher",39.3638155,-94.3584095,"United States",1,0,0,1,0,0,0,0,2
13073272,"Unconventional minister.  Comedian.  Musician. Married to @HollyJae.  #hamradio #geocaching #dadjokes",39.9632495,-86.1324485,"United States",0,1,0,0,0,0,0,0,1
2887710268,"Jesus enthusiast | crafter | beach lover | book obsessed | wife to be 💍                   Psalm 46:10 🌻",32.999979,-80.17241,"United States",0,0,0,1,0,0,0,0,1
758331973995593728,"GOD#Jesus#HolySpirit#Christian#Husband#Dad#Papa#Family#Neighbor#Church#NASCAR#CountryMusic#Travel#Virginia#Pro-Life#GOP#conservative#BelieveTrump-is-GOD's-hands",36.695883,-79.8973385,"United States",0,0,0,0,1,0,0,0,1
1096423796,"the book was better•momma💜👼🏼•#goyankees",37.499596,-120.8624785,"United States",1,0,0,0,0,0,0,0,1
21108021,"Teacher, photographer, conservative, mother of a firefighter & cybersecurity analyst, wife of 25 yrs, dog lover, book lover, singer, player of guitar and piano.",39.202492,-94.702325,"United States",1,0,0,1,1,0,0,0,3
816037590512050176,"Paper Cut Survivor and Professor 👨‍🏫. Television Addict 📺 and Movie Critic. Proud Dad and Husband. #becominggaydads #adoption",41.086917,-85.1700515,"United States",0,1,0,0,0,0,0,0,1
2657646271,"Assistant Director at Discovery Charter School, wife of @joekmarino and dog Mom!",43.159805,-77.466665,"United States",0,0,0,1,0,0,0,0,1
45878088,"dad • producer • director • Tweets are my own, my employer wouldn't want them anyway.",28.6001855,-81.3417295,"United States",0,1,0,0,0,0,0,0,1
954292656581963776,"But daddy I love him",34.0207895,-118.4119065,"United States",0,1,0,0,0,0,0,0,1
4074109565,"HealthCare Exec dedicated to making a difference in healthcare by improving data transparency and data sharing. #VCISO #healthITChick #security #VBC #labmom",42.0485695,-72.568948,"United States",1,0,0,0,0,0,0,0,1
39333677,"Digital & Content marketer: #BigData, #IoT, #AI, dad, husband, amateur cook, pun lover, magyar származású, filho de carioca, Illini & Hoya. Opinions all mine.",35.8439815,-78.657837,"United States",0,1,1,0,0,0,0,0,2
801318798,"Husband, father, friend; strange enough to like insurance and normal enough to love hockey.",32.6782075,-83.1738665,"United States",0,1,0,0,0,0,0,0,1
373619386,"“You are here— at the start of a moment, on the edge of the world...” 📍Volunteer with Moms Demand Action. Home Means Nevada. She/Her. All opinions my own.",39.512436,-119.827182,"United States",1,0,0,0,0,0,0,0,1
1169209485065412608,"#PlayboyJay is an #alpha #black #bull DM me pics and vids. #cucks lets chat about your wife/girlfriend",42.3527865,-83.099288,"United States",0,0,0,1,0,0,0,0,1
954791935,"*graphic designer *single mom *bleeding heart liberal *says fuck a lot",36.090397,-79.8573635,"United States",1,0,0,0,0,1,0,0,2
20157195,"Resister, feminist, mom, lesbian activist, wife, friend, photos, writer. @FerryBeach Pls no DM's or commerce. Born in NJ, lived in KCMO 💕and OKC.",43.505302,-70.4321765,"United States",1,0,0,1,0,0,0,0,2
434653967,"Trump's gotta go #resistance #fbr #impeach45 #WeReadTheTranscriptAndHeIsGuiltyAF #antitrump #fucktrump #notmypresident",41.1179365,-77.604684,"United States",0,0,0,0,0,0,1,0,1
2738832608,"#followthecheck • rip momma • mommyof1",33.6311395,-80.926628,"United States",1,0,0,0,0,0,0,0,1
444156863,"I 💗 social media/cable/music/movies/theater/health
Creative, liberal, women's rights 🗽#NotMyPresident 😠",34.1682535,-111.931711,"United States",0,0,0,0,0,1,0,0,1
1214578794641707008,"You smile will change your world #mymom",35.209059,-80.8467855,"United States",1,0,0,0,0,0,0,0,1
1108123435232829440,"Director- Institute for Regenerative Resources & AgriSciences- MSU-Mankato, sheep farmer, sheep industry leader, father. Tweets are my own.",46.4418605,-93.3613205,"United States",0,1,0,0,0,0,0,0,1
1099092907,"Red Cross communicator, Buffalonian, proud SU alum, Browns & Sabres fan, Susan's husband & Jackson's dad. All opinions are my own, including #nokaraoke.",42.912236,-78.753604,"United States",0,1,1,0,0,0,0,0,2
15859450,"Obsessed with Golf. Getting better at this complicated game that is analogous with life. Triathlon too but not as much as I used to. Love my wife and 4 kids.",27.698682,-83.804475,"United States",0,0,0,1,0,0,0,0,1
77928098,"thinker.doer.sometimes a writer and chef.entrepreneur.mother.wannabe wifey.urban planner.passionate public servant.lover of christ, idealism and revolutions!",38.195555,-85.7223455,"United States",1,0,0,1,0,0,0,0,2
40330268,"I'm a lab instructor for lighting for film and a husband and dad and brother and son and i like cheeseburgers alot!",28.5016785,-81.3677725,"United States",0,1,1,0,0,0,0,0,2
1554269640,"mother of ✌🏽kings ❤️.",33.9563835,-83.3997795,"United States",1,0,0,0,0,0,0,0,1
111319251,"Jesus' follower, Paul's wife, Margaret's mom, Madelyn's mom",38.81738,-77.0908695,"United States",1,0,0,1,0,0,0,0,2
